label,text
1,"We had the all-you-can eat experience, and it was a complete waste of money.  At a steep $45 a person, DO NOT waste your money here!  We love Espetus in the Bay Area, and this was nothing like it.\n\nThe only things we liked were:  \n1) Bacon Wrapped Turkey\n2) Sirloin \n\nAnd they honestly were not amazing... just better than the other options.\n\nThe meal started out slow, where we had to wait about 20 minutes to get the starting salad (iceburg lettuce with some beets).  The sides were also subpar, just tiny bowls of plantains, beans, rice, and stir-fried green beans/carrots.\n\nWhat really annoyed me was that the first skewer of \""meats\"" to come around were garlic bread and chicken legs.  Really?!  My husband was so hungry that he tried one of each, which I guess is Samba's strategy.  They were both kind of gross.\n\nThe other meats were okay, but for the price I expected a lot better quality of meat.  Finally, the dessert comes, and I was hoping that it would save the meal.  But sadly they were literally little shot glasses of flavored pudding...  A big disappointment!\n\nSo if you are dining at the Mirage, do not make the same mistake we did!  Eat at the Cravings buffet instead!"
1,"It has been a few years since my one and only visit. But since I still think of it every time I drive by, I feel compelled to share. \n\nI went with a friend and we ordered a root beer float to share. It cost about $6 and there was just one scoop of frozen custard in a glass of root beer. I couldn't believe my eyes when I saw what they gave us for that amount of money. I will never go again."
1,"My last review was great but unfortunately this one isn't. My grandson wanted to go here for his 18th birthday for their whole Maine lobster so I called them to see if they were going to have the lobster on that day. \nI was told \""we can have it anytime as long as you let me know ahead of time\"". So great, I told him we'll be there in two days. \nWhen we did go we ordered the lobster and the waiter said we don't have lobster tonight so I said please ask the chef because I was assured we would have the lobster. He returned and said no I'm sorry we don't have any. Ok so let's move on. Grandson got veal Parmesan, husband got meatball sub and I ordered chicken Marsala. Veal was really good meatball sub was so so. Sauce was not on sub was on the side and meat balls was just ok. I asked for linguini with my chicken Marsala and I got angel hair. Sent it back and came back with linguini but I asked where's the Marsala sauce? I was told that's how we make it. Two small pieces fried chicken, no sauce. This was an unfortunate 18th birthday."
1,"If this is what you can expect from award winning Chinese food in Las Vegas, you are in trouble.  The place seemed very popular.  They opens at 11 and there were already a score of people waiting outside at 10:45 on a Wednesday.  They also had a full house for lunch service.  With these said, the service and food are horribly disappointing.   Our combination BBq only filled half a plate and was $14.  The beef was cut into too large size and hard to chew.  I ordered some fried rice for kids and it was very blend without taste.  This is also a cash only place, which makes me wonder what they are doing with the tax they are collecting.  In summary, rude waiters, horrible food, expensive menu.  Needless to say, we won't return and will be looking for greener pastures."
1,Nasty sales reps.. She told me my legs were too fat to fit in the rain boots!! They fit with lots of room!! Idiots!! Never shopping at burberry again!! I don't know how the sales reps even keep customers in the store!!
1,"When to Home Depot to buy a replacement hot water heater and when I asked about installation price I was told $550.00 compared to $250 to $350 with every article I read on the web. What was worse, I was told I was paying for a quality installer. End of the story, I went to Lowes and found a similar hot water heater and their contractor and installation price ($275.00) were both aligned with my expectations. I'll still shop at Home Depot but will always check out thier contractors."
1,"This place missed the mark on so many levels for us. \n\nI'll start with the service, since this was the only great part of the experience. Our waiter was very friendly and spent time with us going over the menu. He was attentive, brought us everything we asked for and offered to replace my soup when I didn't like it. He gets the 1 star I gave here. \n\nHere's my list of the bad:\n- What the hell is that wall of dead birds? \n- The wood fired beets - tasted more like rubber lumps, no wood fired taste. \n- The pan fried corn - yes, it's pan fried corn, my bad for expecting some spices in there. \n- The onion soup - overly salty and has a strong, unidentifiable flavor. \n- The scallops - nothing special at all.\n- The prices - for what we paid, I would expect to be spoon fed while being fanned with palm leaves. Really a said combo of inflated prices and mediocre food you could prepare at home for nothing.\n\nAnd be forewarned: Everything is a la carte. Ordering scallops? That's $20, and then you may add a side for $7. What a joke. \n\nBring a fat wallet  of money you were thinking of setting on fire and low expectations and you should leave happy."
1,"Crappy service. From the hostess to the waiter, they didn't seem to care. Seemed very understaffed. Took 40 minutes to get food and had barely six tables worth of customers in the whole place. Almost left. Wrong drinks. Had to chase someone down to get anything. Food below average. I get it's a coffee shop so wasn't expecting anything spectacular but this is pretty bad. Couple of dry patty melts, runny scrambled eggs that were a little tougher than is normal. Only thing that was somewhat edible was the club sandwich. Cashier asked how our meal was told her it was bad and about how we were about to leave before food arrived. She said .... I'm sorry and will let management know... No wait that wasn't it. At least that would have been some consolation. She said... Oh... And nothing else. Lol ya they just don't give a crap. Go somewhere else"
1,"HORRIBLE.\nShowed up, got stale bread. Took 45min to get glasses of water. The food was cold.\nWaitress spilt water on 2 of us.\nOrdered a Nata for desert. It was stale and old. Returned it. Then the waitress complained that she couldn't re sell it, squeezed it in our face arguing it was fresh. Clearly it wasn't, you could throw it at a wall and it would bounce back at you. After the horrible service, the waitress counted her tip in front of us and complained if she didn't receive a good amount.\nAVOID THIS RESTAURANT!!"
1,"I ordered take out of Tom Yum soup and Chilli Chicken, what a disappointment. None of these tasted good, Tom Yum soup was kinda disgusting."
1,"We went to CPK and it was terrible, our server was in our face the whole time. It was as if she was trying to rush us out and there was no wait for tables. Then, we had another server running the floor vacuum around our table and under our table, hitting our feet. I hate when restaurants allow this practice. It is discussing and intrusive with little regard for your customers! The food was cold and flavorless. I will never return to this restaurant.... avoid it's a waste of your $$$."
1,Avoid this place like the plague!! Management is so terrible its not even funny.  No atmosphere and food is just ok (if you even get it) I only had to wait an hour for my burger. Haha what a joke go out of business already and do us all a favor. And for you that run this restaurant (not the waiters and bartenders because its not there fault) you should be embarrassed and exit the food industry immediately.
1,"So disappointed.  I have been seeing Dr. Davey for a year.  I went to have a prescription refilled and the phones have been disconnected, they pharmacy can not get any response.  Did this practice close?  Where are my records and why was I not notified?"
1,Just walked out of this place after being seated and ignored for 15 minutes in a mostly empty restaurant.  3 servers walked past us and even after alerting the empty headed hostess of our plight another 5 minutes passed.  We gave up and have forever given up on this place.  Can't wait for Sushi Brokers to open their new location.  At least the service is\nalways good there.  Done with Stingray!
1,"Wed afternoon, only 4 people in the place and THE COOK FORGOT TO MAKE OUR PIZZA???? REALLY???????\nThe waiter brought us some one elses pizza too.\n. The manager DID NOT EVEN OFFER TO TAKE IT OFF OUR BILL. Said the GM wouldn't allow it. But would buy us dessert? HA HA i just wanted what i ordered.\nWe always eat early to avoid long waits and bad service BOY DID WE GET TRICKED!!!!!! My family and I will NEVER EVER GO THERE AGAIN, TERRIBLE CUSTOMER SERVICE!!!! And I let them have too!"
1,"Grave disappointment!  My family and I spent the entire week in LV, and had the pleasure of dining in many restaurants, 3 meals a day.  The food here was the absolute worst.  Service was ok, but the food was not at all what we would expect from Wolfgang Puck.  I was served a piece of salmon that clearly was not fresh.  Food was tasteless, including the sauces, especially on the pizza.  Coming from New York and having dined in Wolfgang's Steakhouse many times, we had high expectations, which unfortunately didn't materialize here in Vegas. So many places to dine along the strip - spend your money elsewhere."
1,"I don't think I've ever been more concerned for my safety than the hour I stayed here. Checked in, creeped out and waited for my taxi to come back and get me the hell out of there. That made up my hour. The taxi driver that dropped me off told me, \""if you stay here, lock your door and do not come out.\""  I was fine until my door wouldn't stay locked and especially after I noticed the peep-hole was plastered closed.\nAnd just for clarification, it's the BEST WEST INN MOTEL. had I known it was a motel, I would have never selected it."
1,"Boo bestbuy. You are a major inconvinience for me. And your employees are brain dead. I only like the fact that you are close to my house, but that sorta doesn't count anymore because Circuit city is now closer to me. You know best by, your not the best and maybe I don't wanna buy from you anymore! Why don't you put that in your back pocket?"
1,"1.  It's a bar in a supermarket complex.\n\n2.  And I got turned away at the door tonight, because I was wearing dark nondescript sneakers. \n\n3.  Did I say it's a bar in a supermarket complex?\n\nI was to meet some co-workers here tonight, my first time out socializing in Scottsdale.  Since the evening weather dropped to below 70, I changed out of my shorts and flip-flops and dusted off my Bay Area hipster gear (long sleeve jersey tee, blue jeans, nondescript black sneakers, and jumped onto the 101.\n\nI was looking for some trendy area, with little boutique stores, restaurants, bar scenes and bums asking for spare change.  Instead, I was greeted by gas stations, a CVS Pharmacy, a crowded parking lot (with, oooh!, valet parking!), and a long line to get in.\n\nWhen I got to the front of the line, I was carded.  No problem with that.  Then the bouncer got a whiff of my god awful sneakers and kicked me to the curb.  Are you kidding?  A supermarket bar with a no-sneakers policy?  \""Heavens forbid we allow any riff-raff in our fine establishment!\"" had half a mind to put up a real stink, but instead called my friend inside and had a loud-mouthed ranting conversation with him about the idiot policy, while the other line-standers looked at me uncomfortably.\n\nI should just stay in Tempe and party with my students..."
1,"Do not ever use this team of misguided misfits for property management.  They are senile incompetent and incapable.  They managed my property and would never have anything repaired at my request, or my tenets request.  They failed to service my air conditioner after several requests to service it.  This cost me 4000.00 to replace the unit due to lack of service. Nola the owner is a big double talker sales woman who never listens to any thing but rather talks loudly over you to avoid any form of accountability.  She does not document anything. The only thing they do a good job at is billing me and deducting the management  fee from my rent.  I had to fly 2000 miles to go to my condo, coordinate contractors to fix all the repairs and set up a service plans myself.  The story goes on believe me never buy a house from them or use them for property management they are the worst I've ever been associated with.  To date I can not get my tenants down payment returned to her. They are very dishonest."
1,"I was there to see Dixie Swim Club, The play was fun the actors were very good.  The food was horrible!!"
1,"Date & Time of Visit:  May 21, Dinnertime\n\nI don't know what this place was thinking with their eighty-five-dollar, eight-course tasting menu.  That menu had microscopic-size courses and the taste, after the first two (2) courses, were repetitive--and mostly on the sweet side.  Moreover, the place has the sticky feel that one would associate with divey restaurants.  As for their restroom, only one and a unisex one at that.  And yes, there was urine on the floor."
1,"The owner Jeff Dugan is a joke. The worst experience with an unprofessional company - they will hang up on you, swear at you and not fix your plumbing problem. We had someone out 3 times for the same thing and the last one looked like the guy who sits at the 1-10 ramp asking for money. Really, worse than a rip off. I would do zero stars if possible. You'd do better calling any other company."
1,"El lugar esta mas o menos, el due\u00f1o con cara de amargado y no saluda aquien llega a su mugroso restaurante, las pupusas estan ricas pero quede traumada porque una vez ami esposo le dieron su bebida echa a perder, la bebida sabia a agria y las pupusas un sabor espantoso"
1,"If you are looking for a place that is like a club and restaurant at the same time, you got to come to RA Sushi. The restaurant is dark. The music is soooo loud, you cannot hear the person next to you. \n\nThis place is another lame attempt of a trendy sushi restaurant. The selection of sushi is disgusting. I do not know how the came up with their menu. Maybe they drew ingredients out of a hat and decided to roll it up in rice and seaweed. \n\nThe one thing I was looking forward to was the Cinnamon Tempura Ice Cream. This dessert was the biggest let down. The raspberry glaze they cover it with is the nastiest thing I have ever tasted. It was so bitter. It made the whole dessert inedible. \n\nI will never be back to this location or any of their other ones. I have no idea how they stay in business or open new locations."
1,I decided to give these guys another chance and I'm sad to say that they have lost my business forever. I made an appointment online several days in advance for 12:00pm to have an alignment done. I drove all the way down there and the guy took all of my information and then when I said it was for an alignment he said they had no power and that they couldn't do it. Why wouldn't someone call me instead of making me drive  there?! Bad business. I decided to bring my car to Brake Masters instead and not only were they professional...they were $10 cheaper!
1,"SCAM!!!  Price more than doubled from estimate over the phone.  DO NOT USE!!!   After waiting nearly 40 minutes outside with two small children the \""locksmith\"" arrived--no company car (he couldn't even tell me the name of the company!!!--he said he was just a contractor working for several companies).  Well, we paid $100 for one deadbolt lock to be removed!  RUN from these guys!!!"
1,"My friends and I have been going to this place for years. They have a beer bust on Friday nights and thats what we do.\n\nLast night,  we were standing around talking and laughing and one of the shot guys comes by, offers us some shots, and we say \""no thanks\"". The shot guy walks away and we start talking and laughing again. He comes back and asks if we were laughing at him. We looked at him like \""are you serious?\"" and he calls my friend a faggot. He then calls over security to have us kicked out for apparently being rude .\n\nWe tell the security guy what happened. The security guy apologizes and then calls over the manager (the owner's son?).  I'm telling this guy this is not a place for his obvious straight employee (or any other employee) to be using that kind of language. The manager tells us his shot guy has never had anything like this happen in the 8 months he'd been working there. My friend tells the manager  we'll file a complaint with the Pride Committee. And then- we were 86'd!! (KICKED OUT!) \n\nMoral of the story- It's bad that there's enough places in Vegas to be called a faggot. Didn't think it would be acceptable at Freezone- a gay bar- in the Fruit Loop!"
1,No one was friendly walking in. Someone got seated after us but they had their food before we received water. The waitress did not check on us during our meal. We had to tell the busboy to get our server 2 times. I had a simple soup and salad which took 30 mins to bring out. Then she never brought us our check. When we asked for it the check took another 10 mins. It was terrible service I don't understand how someone can serve a table like that. I know this is not fine dining but McDonalds has better service that. Come on Olive Garden seriously? Maybe she had a bad day but don't take it out on customers. I don't think I will be coming back.
1,"OK PEOPLE...time for a REAL review.  The ONLY thing this restaurant has going for it is the wait time in a Sunday morning...walk in and get seated. That is because the place is not busy here is why:\n\n1) The place is FILTHY. From the end tails  and smears on the tables, to the seats with crumbs spots and food/skid marks to the tops of the booths that have at least 1 month of dust, lint and dirt build up. \n\n2) The food was horrible!  For example the 5 minute rice was either cooked for 3 minutes or cooked the night before. The pork was approximately 50% fat and 50% meat which is being extremely generous in the meat allocation. The scrambled eggs were rubbery like they were pulled from the stay warm buffet. Ahh the buffet...leaves a lot to be desired for a buffet. They actually serve the end pieces of the toast...perhaps the owner likes them and so should everyone else. And finally the bacon...careful asking for crispy....it will be cooked and then deep fried to the point of turning to dust. \n\n3) Wanna be Village Inn pie concept sans pies with a sully's tavern kind of flair using furniture that makes things made in China sold by KMart and IKEA Look like high end quality furnishing. \n\n4) Service...well if you mess up the order...comp the meal, make it right, comp something else...don't server the end tails.  \n\nNever going back and neither should you. Recommend closing this place. THE END!"
1,"The party ain't over until all the grotesque regulars at this horrid place come a running. Seriously I think this place is long over due for a shut down. It's dirty, smelly, the food is absolutely terrible, and the atmosphere is a tragedy. They'll lure you in with the idea of live bands playing yet all it consists of is a bunch of weird drunken regulars that get absolutely trashed on stage and  can't perform. Seriously this place is a dive bars worst nightmare. They don't even have any drinks on tap and don't get me started on the Nintendo room it looks like a creepers dream palace because it's unfathomably weird and may be the most unsanitary place in the whole restaurant. Seriously one call to the health department can totally shut this place down I'd advise it ASAP. Save your money and time people, there are much better areas to go and listen to music and meet people, I'd advise any other place but here."
1,"Came here for dinner last night with my family for my husbands birthday . Usually service is great and I leave impressed . Unfortunately a football game was on while we were dining. So we didn't get the usual attention . Our order was wrong and while we asked for food to be packed our servers response was \"" that doesn't travel well\"" well we are actually local so we have a fridge at home . The icing on the cake was when the server asked if we wanted dessert . We said no thank you to which he responded with \"" we have a birthday dessert for you \"" with that being said who turns down free dessert . $329 later that dessert was $30 . Which I probably would have not gotten being my husband prefers the strawberry shortcake . Lesson learned Carmine's , to not come in with football is playing because then your employees would have to work . Thanks to our server for making sure we would probably go to Rao's spend the extra money but it would be worth it ."
1,Only thing this place had going was the convenience of the buffet. Now gone service and food always subpar.  New ownership?.   Still not near the quality of anything in 20 mile radius.   Don't waste ur time
1,"By far the worst service ever, besides the manager being incompetent and not knowing how to asses the situation and know how to manager the room he rather have a bunch of upset customers who are they to watch their team play, he has the sound and tv on games that no fans are their. Then the waitress brought the wrong order. Over all they all looked like chickens with their heads cut off. I've never ever not left a tip but this is one time I will not."
1,"Housed in the former Hawaiian Tropic space it appears that not much has changed on the service front. We stopped by for happy hour which included $3 domestic drafts and had to practically shoot a gun in the air to get a bartenders attention. With the exception of the lack of bikinis, the bartenders are just as inattentive, robotic and surly as the former bartenders at HT. With cheap beer flowing like water on the strip there is really no reason to visit the PBR again."
1,"Ate dinner at the Tahiti Village Restaurant last Wednesday evening. The waitress was very attentive, this review is about the food and only the food.  It was terrible.  If you compare what was described on the menu to what was brought to the table it was defiantly false advertising.  My husbands Seared Ahi was cooked through.  The next day he was sick (I will spare you the details).  The Coconut shrimp was tough.  The salad with watermelon was the only thing that saved the meal.  I asked the waitress to take the Ahi off the bill and she did so with no argument and agreed that the Ahi was definitely not what was described on the menu.  You should really think twice before going here for dinner.  \n\nThe food that was being cooked on the grills (by the guests) was probably 10 times better, but we didn't get invited to share their food.  It sure did smell good!"
1,"To my disappointment, the height of the palazzo structure blocks the sun from hitting nearly all pool areas. As a result, I had sunless pool time the entire four days. Huge disappointment if you enjoy tanning time or just regular Vegas sun intake."
1,I scheduled this company to come to my house TWICE and both times they no showed. I called after the second time of them not showing up and the woman could seem to care less or be apologetic at all. I would never recommend anyone to use them.
1,"I tried this salon for a second time hearing from a friend it was under new management. I will not be back. Yes, it was a lot less crowded then my usual spot and now I know why. My pedi was VERY quick. There was only one other customer  so it wasn't because they were busy. I was asked if I wanted callus remover. I said I no because I didn't have calluses. She said it will be good for my dry feet. I agreed because my usual salon includes it. I was asked if I wanted a manicure. I said no. She was persistent saying it would only be $10.00 extra so I agreed. It was barely anything except for the cut on my finger that bleed for an hour and still looks bad a day later. She cut my cuticles, rubbed some lotion very hard on my hands and forearms, barely buffed my nails (not to a shine) and that was it. At check out I was surprised to find the callus remover (a gel put on cotton pad placed on my heel for 30 sec) was an extra $5.00. I felt deceived.  This salon is marked off my list."
1,"Used a groupon and first time there. Starts with bartender welcoming us then because we said we wanted to sit at a table she got a crabby.  With a rude tone said we will have to come to her if we want any drinks. We didn't but might of if we didn't get that attitude. \n\nThen go to use groupon at the counter and the amount over was less than 15 so she wouldn't let me use card. Finally got our food and it was ok but nothing special. Was for sure not worth the 35 it would have cost for chicken strips, union rings, a hotdog, shake and drink.\n\nPlace looked nice but they don't run it very well."
1,"Didn't want to taste anything here because when I asked to speak to the owner, I was told by the manager that the owner would not be receptive of me \""if you know what I mean\"" is what she said. I took this as a racial remark"
1,"If you think you're going to get Mexican food, go somewhere else now. I'm from Nor Cal so I think I've been spoiled with Mexican food. We went in here because we were REALLY hungry, there was a line so we thought it was good food. Ordered the chimichanga burrito and the regular chicken burrito. It took a while to get our orders since it was busy dinner time. I was standing at the counter and did realize that they put EVERYTHING in the microwave. We took it to go and when we go to our rooms we realized we hadn't gotten any chips or salsa, and biting into the burritos there was absolutely no flavor in the food. It was like they just through stuff together and hoped for a miracle. Do yourself a favor and keep looking for food...Gordon Ramsey would go crazy if he came in here..."
1,"This place sucks. \n\nI have seen a few bands here. The sound quality sucks and the shows are expensive. Why? I wondered the whole time because its cheap...they have concrete floors, horrible bouncers, and a lame patio with broken plastic seating. \n\nOh and for parking just walk across the bridge park in the public parking lot. They rip you off. \n\nDrinks are a rip too. \n\nand for the most part crap bands play here."
1,"I was so excited to try this place, it looked so promising. The service is decent. The d\u00e9cor was cool. The food is of terrible quality.\n\nI got the portobello burger. The portobello cap was cooked well enough, but the bun was dry as hell. I gave up on the bun after two bites and just ate the portobello and toppings. Speaking of which, they don't give you much for toppings. So when that menu says that something is \""topped with\"", they mean that they give you a sample for half your order. The fries they gave me were obviously the last of the basket short stubby bits and as such were poorly cooked. I couldn't believe that they would actually serve that to someone. \n\nThankfully they have at least one thing that can help to cover up their awful food. Their beer selection is very good (if you can manage to find a beer that they haven't run out of), so get enough beer to dull your taste buds."
1,"Ok, I just want to say, the guy behind the counter says they are not the same people who owned the one on T-bird. This place is identical to the old one. I'm smelling something fishy here or these people bought the name and concept before the old place went under. I am sitting here waiting for my food so I will give an update on how good this one is.\nOk, I had my tamales and everything else I ordered that night and I have to say, not half as good as the old one. Sorry but its true. I used to go buy tamales every Christmas at the one on T-bird and they were fantastic. The tamales I bought from this one were dried out and bland. I threw most of them away. I dont think I will be coming back for anymore tamales or anything else for that matter."
1,"First of all i don't really understand why I was charged full price ($3.75) for a small chocolate cappuccino and given only half of a cup?! (see picture). I also don't see any reason to pay almost $3 for a cup of tea while you can get exactly the same one in Starbucks for $1.50\nEmployees were neither rude nor super friendly.  I would say kind of pretentious just like the rest of the clientele that come to this place. \nMy cranberry muffin was really fresh, tasty (and expensive )."
1,"Terrible service.\n\nI recently visited this establishment and and was very disappointed. The service was terrible: the every single employee was pushy and rude. I had a hard time getting my receipt. When I finally got it, the receipt for the service was given to me, however I never received a copy of my credit card receipt. When i was given my car back, the tire light on the dashboard was still on. I had to drive back into the shop and ask them why the light was still on. Nobody had any clue what to answer or how to get the light to turn off. It was a freakin' hassle. \n\nI had a terrible experience. With so many tire shops in town, I will never go back to this Discount Tire or any other one."
1,"This place is awful.  I bought a package for massages which they have refused to honor and refuse to refund my money.  They either double book, don't show up or show up late.  Do not go here."
1,"If I could give the new Pei Wei zero stars I would. Decided to give it one last try and it was even worse than before. Tried the Honey Seared Chicken and it was the most dry dish I've ever had. It also had no flavor, which is one thing that kept me going back to the old Pei Wei. We also tried a salad, but it basically only tasted like the little tangerines pieces in it. I guess I should've known this was a bad place when they completely eliminated the kids menu. Oh, and putting everything in to-go dishes just seems so wasteful! I won't return here ever again."
1,"I never even made it into this salon--I wanted to try it--I really did.  I called to let the stylist know that I had found them online and wanted to get pricing on a shampoo, cut, and style.  While I did get the pricing, the woman acted like being on the phone with a potential new client was the LAST thing she wanted to do.\n\nI asked her if she does Saturday appointments, she responded \""Yes we do,\""...silence...silence...silence...silence--you get the point. I'm thinking O-k, guess you're not going to ask if I want to make an appointment. I thanked her and ended the call.\n\nI have always had a good rapport with my stylist, and it started with the first call.  First impressions are lasting and the impression she gave me was that I needed to try another salon!"
1,"This place has THE WORST customer relations I've experienced in Pittsburgh since I moved here two months ago. My boyfriend was about to order a gyro, I was waiting for him at the table outside near the street with a drink and hotdog I had gotten elsewhere, there was absolutely no one else in their establishment. The person behind the counter then told my boyfriend that I was not welcome to sit at their outdoor seating area with him while he enjoyed his gyro. He canceled his order and we sat at the friendly place next door. Not only did Knossos lose my boyfriend's business that day, but they also lost both of us as future customers. What a petty and pathetic place."
1,"Not So Good... Half star ... \n\nWhat can I say about Arribas Mexican Grill. Let's start on a positive note.  The staff is warm, friendly, and extremely personable, which is why I feel horrible for saying their Mexican Food is bland and tasteless. \n\nI really wanted to like Arribas Mexican Grill. After all I had been to the Phoenix location and the food wasn't bad. However, the way to begin a meal is not with a watery tomato salsa and a puny bowl of broken chips. \n\nI have to give Arribas props for their cheese crisp. The cheese crisp was loaded with cheese and extra crispy. However, the enchiladas were soggy and brunt on the ends. Followed by  the overcooked rice and flavorless refried beans.\n\nNot the worst Mexican food on earth, but it is a contender."
1,"They have a great selection of both food items and beers.  Unfortunately, the food items aren't at all good, and the beer is on the pricey side.\n\nSpecifics: I had some unnecessarily soggy french fries, followed by a wrap surprisingly devoid of contents.  I was left hungry and feeling a little ripped off.  The person to my right ordered some buffalo chicken bites (like boneless wings).  They were served to her cold, and when she told the waiter, he took them back to the kitchen and brought them out just as cold but with more hot sauce on it (he might have told the chef \""make it hotter\""?).  Dessert was also overpriced, and didn't match the description on the menu.\n\nThat said, the staff was friendly and they do have quite a good selection, so it might be a decent option in a large group of picky eaters or drinkers."
1,Portions are small for the price and burgers are not that great. Service was not good. they shouldnt leave open kitchen to see them messing around while you wait for your food and the place is empty. Many better options if your craving a good burger.
1,4pm for check-in? No seriously ?No wifi access at all. You can even get a connection from circus circus from your room. Very old structure. Go to stratosphere for better service and rate.
1,"My boyfriend and I have always been fans of Arriba but they drove us away as customers. We hadn't been back for a few months because of how bad our service had been but the food and drink was usually worth it. Let me tell you that is now sub-par as well, aside from the Margarita that was for 2 and fairly priced, the waitress didn't card us and proceeded to call us Kid's/Kiddo's the remainder of our visit. I work in the restaurant industry and would NEVER serve Kid's or Kiddo's a Margarita for two. Also no waters were given to us until requested. I ordered the Carne Asada and it came out looking good, until I started actually eating it, the carne was piled on top of a HUGE slab of red cabbage, gross. The waitress asked my boyfriend if he wanted Guacamole and Sour Cream making it sound like it was included in his meal so he said sure, the bill came and $1.99 for sour cream, and $2.50 for guacamole.... Holy hell they don't even give you more than 3 tablespoons of the stuff. Concern for the customers wallet is not there and we just had her pay for it with her tip, I don't think I've ever done that to anyone before. I do not recommend this place to ANYONE, unless you're just going for drinks and some chips and salsa other than that avoid this place entirely if you enjoy good service, friendly atmosphere, and good food."
1,"They seem to pride themselves on prompt service, well it took him two days to get out to me. But that's not the problem. Soon as he gets to my house he sees I have a Genie garage door opener. First thing he says is \""Oh no why did you get a Genie? Those are garbage and total junk.\"" Kept on saying how much of a piece of crap it is. He says \""Oh you bought the worst opener possible.\"" He refused to even work on it because he doesn't like them. All I needed him to do is wire it up with the sensors and the opener button.  Rudest person I have ever met. If you want him to come and insult you about how stupid you were to buy something its the worst thing ever, than go with him. But if you don't like being insulted, definitely stay away from Affordable Garage Door and Opener repair."
1,"I've been a member here since they opened and I've come to the conclusion that this place sucks. I should have listened to my wife from the start but gave them to many chances. \nThere are no designated areas to stretch or do pilometrics. There are 200 lockers in the mens room and one six foot bench to sit on, ONE!  If there is more than 2 guys in there you have to sit on in like some sort of men's gay rowboat team to fit. They don't allow outside equipment, meaning you can't jump rope or use resistance bands. And they offer no classes or education.\nAt first glance its seems like a sweet deal. Low monthly fees and no contracts. They still ding you on annual membership and cancellation fee, which averages out to the same as 24hr, LA Fit, and Gold's. Katie the manager also couldn't explain how my card was double dinged on fees and offered no remedy. This experience irritated me so much I paid the extra $25 cancellation fee to never come here again.\nThat's right, I would rather become fat and out of shape, shaving years off my life, rather than step foot in this gym again."
1,"This place is so poorly managed and aweful, it's difficult to make an emphasis. They just don't care about their service. At all... So odd..."
1,"Myself and my wife have been going to Famous Dave's before they came to Henderson. We have traveled to both the Rainbow and Blue diamond location before the Henderson  one was built. We USE to like to go twice a week, now, we will probably go back to our old place: Memphis BBQ. We just went the other day, to Dave's, Tuesday and wouldn't you know they \""took away\"" the everyday specials and the catfish!!  No more Big Rib Tuesdays, Beef it up Wednesday's, wing specials, ect...\""Thanks Dave\""!!  just like the rest of the money hungry restaurants here in Vegas and Henderson!!  Tease people for a few months and then........\""BAM!!  take away the specials. What you get now is a small bowl of crusty, burnt, three day old wannabe potato chips that I would not give to a homeless person. That's typical, we've  all seen it before and will continue to see it later.  Hey here's a little side note. Have you ever seen \""ALL\"" of these places closing up due too GREED??? I know we have and if they keep going the way they are they will fall right in behind the rest. This \""WAS\"" a nice place to go and eat fairly cheep. But now....better keep drivin by. Your best bet is to go to Memphis BBQ.  At least Mike Mill's has his daily specials!!!!!  They have been here in Vegas WAY longer than Famous Dave's has.  Good luck, Dave!!"
1,"I used to eat here and drink teas, but this morning there is one server (staff) named Yi..was very mean, rude, unprofessional.  Very bad service. ..I was.asking about bobba tea menus...apparently I didnt quite hear what she says because of the loud music in the store, that she has to repeat her response, then she just rolled her eyes and says \"" you know what im saying\"" as if like im stupid. Then she talks to one of the staff in taiwanese and looking at me...like  as if I dont understand....I would not recommend this anymore to my friends and family..Rude server...pls be aware of that girl named Yi...bad customer service..."
1,"Kams. Smells like a hamster cage in serious need of a bedding change. Drinks are totally average, albeit cheap. The first place townies and U of I students go when they turn 19, most of whom regret it."
1,"This is the worst Wendy's I've been too !!!\nThe food comes out nasty looking, smashed, looks like it's been sitting for a while.....fries are either cold or way over salted!!!\ncashiers are to busy flirting with the boys that come in.\nSeems management doesn't care either.....\nRestrooms are always dirty at every visit I've been there.\nLast time I went.......about Sept of 2010, never going back."
1,"I swung in to give them a try but was deeply disappointed. The background music playing was very loud and quite difficult to place my order to the owner who was also holding a conversation with a non-patron at the same time. \n\nBased on the pictures in the menu I decided to try their 1/3 lb beef burger........ what I got was a thin frozen patty that was still raw in the middle and dripping with grease, (disgusting)! I had them make another and this too was dripping. The seasoning was off and not tasty at all. \n\nAs for the fries, well these are your standard frozen seasoned fries you can get at any grocery store. There is absolutely no chance of us ever going back to Flame Burger.\n\nMy advise- miss the driveway and swing into Jack in the Box."
1,Terrible.  Sticky interior.  Incorrect order.  Orange chicken that tasted like they used a ketchup glaze.  Kung pao chicken was all the right ingredients just no flavor or spice.  I didn't finish my egg roll.  Crab puffs were the best part of the meal.  Will not go back.
1,"I would give this store no stars if I could. Sales representatives do not even acknowledge your existence when you walk in. They are incompetent with the technology and simply direct you to Apple, the customer service number or literally any resource they can to avoid giving any sort of effort."
