task,label,text,rationale
beer2,0.6,"smell : soft chocolate and malt sweetness are very mild . taste : chocolate , malty , caramel , vanilla , prunes , raisins and a mild bitterness .  a : beautiful deep amber color , almost on the verge of being purple . a nice 1.5 fingers of head that left some nice lacing .  winter warmers are one of my favorite types of beer . however , i 'm a rheinheitsgebot type of guy . i taste nutmeg and maybe ginger in this beer . that 's outside the boundaries for me , even if the flavors were managed through some odd hop/malt/yeast combination . i had to dump it down the drain after a couple of tastes . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
beer2,0.6,"not much smell besides a light malt .  serving type : 12 oz bottle poured into 16 oz nonic pint glass a - creamy beige head , opaque black , only a slight hint of red hues when held under bright light s - very chocolately smell , though not entirely strong , with a bit of alcohol scent shining through t - bitter taste all over , roasted malts are , as expected , the dominant force , and as a note , the bitterness tends to linger around throughout m - good tingle from carbonation , with a thick creamy body in other words , pretty much everything i was expecting it would be .  a - murky red with orange yellow depending on the light with a nice head when poured vigorously enough , but it dissipates quickly s - sweet caramel and bubble gum t - sweet , floral , light at first and yet heavy with a regular beer aftertaste m - only slightly better than bud light ( my fav mass beer ) d - all the time brew . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 
beer2,0.6,"smell is roasted malt and that is about it for that .  gorgeous looking beer .  some harsh roast flavours show up in the finish and it is also sorta sorta chalky . mouthfeel is ok i guess , but who cares when it tastes this bad ? i 'm guessing this flavour comes from some sort of cheap grain/adjunct . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 1 1 0 
beer2,0.6,"s : light nutty malt , sugar . t : the flavour gives a strong caramel malt sweetness that dominates the brew .  appearance - dark dark dark with one of the best dark heads i have ever seen .  this beer poured a pale yellow colour , simmilar to a pint of stella . it had a thin yet bubbly and large head , which dissipated quickly . it had a very delicious taste , with a metallic note and a slight taste of honey . it smelled sweet , also with that metallic note . this was my first bosnian beer , and it will not be my last . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
beer2,0.6,"aroma is of lots of fruit ( reminds me of strawberry jelly & gummy fruit snacks ) . slight yeast aroma sneaks in there as well along with a tiny bit of alcohol-big but not complex . the fruit overpowers much of the aromas .  i like the voluptuous bottle , very ergonomical . a huge 3 finger pillowy white froth tops my rapscallion snifter , a cloudy dark golden beer supports it .  mouthfeel is a little thin but carbonation levels are average and work well . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
beer2,0.6,"the smell was very modest with some faint maltiness .  beautiful crystal walnut color with fine pencil line cream head .  mouthfeel : well carbonated , strangely thin but not in a bad way . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 0 
beer2,0.6,"poured from a 40 oz bottle ... .gee , maybe i could get a 6 pack of this stuff sometime ... the pour foamed up pretty well , smell was allright thought it might be good afterall .  pours a hazy oragelinke color with a huge rocky head that leaves laces all the way down .  m- thin to medium body with a little unattenuated sugar . there 's a little bit of soft carbonation here as well ... but for such a sweet and malty brew , i would have liked to have more unattenuated sugar ... a chewier and more textured mouthfeel ... d- very very drinkable ... a perfect fall or winter nightcap ... and the alcohol is very well hidden ! ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
beer2,0.6,"s : sweet apple aroma with a hint of phenolic spice in the background . not bad , but pretty weak . pretty standard stuff for the style .  pours beautiful clear garnet-brown , thick off-white head with good retention leaving pillowy , chunky islands of foam .  m : good amount of carbonation , could be cut back a little bit . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 
beer2,0.6,"smell : smells grassy and floral , also a bit `` bitter smelling .  a : color is beautiful . rich , deep , dark red .  smell : roasty wood smell , with some chocolate and coconut , and something resembling coffee ... taste : strong coconut flavor , sweet malty chocolate , some brown sugar almost maple flaovrs then ends with a roasted coconut flavor mouthfeel : medium body , sweet feel , medium carbonation , nothing special drinkability : really sweety , pretty drinkable though , good flavors . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 
beer2,0.6,with this beer you need to let it sit for a moment as it will get rid of the skunk smell and become the traditional smelling beer . the golden unfiltered beer was poured into a pint glass and let sit till the foam started to settle .  the brew is a gorgeous deep brown ... almost black . it has a monster 1.5 '' head which leave huge chunks of lacing as the beer is drank .  if not for the thin mouthfeel this would be one for the ages . ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 
beer2,0.6,"the aroma is vinous and sweet , like a port , with an intense smell of prune juice , raisins , maple syrup , rotting black cherries , vanilla extract , and a hint of dark molasses ... wow..this reminds me of sam adams triple bock .  dark as dark can be .  ) mouthfeel - not bad , perhaps a trifle thin . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 1 1 1 0 
beer2,0.6,"s- leaves a little to be desired . some bready malts , and a little sweet caramel , but it seems like the `` volume '' got turned down on the smell . t- remarkably well-balanced . a delicious , sweet caramel / brown sugar type of malt flavor going on here . m- smooth and balanced , this is a very drinkable beer , especially at 5.9 % overall , i think this is an awesome beer . love it .  pours pure black with a dab of brown head .  just hoping future versions can improve that mouthfeel . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 
beer2,0.6,"* red wine vinegar aroma dominates but aroma is overall somewhat sweet . oaky notes are present .  appearance : clear orange in color with a big fluffy 2 '' head .  first sip reveals a very fine carbonation that gently tingles my palate . the body is fairly thin , but not watery . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
beer2,0.6,"the troegs beers are really good , however i was not impressed with this beer . everyone i have talked to said that it was really good . maybe i got a bad bottle or something . however the appearance was really good and the color looked really good too . the small was not so great and neither was the mouthfeel . i guess the take home message for this beer to watch where you get it and check the born on date .  drank at the monk , fremantle a - pors a deep mahogany colour withe two fingered off white head that left rings all the way down the glass .  m : the mouthfeel is slightly slick . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 
beer2,0.6,"a - pours jet black with a small mocha head s - i could n't detect much , a little smokey with some chocolate t - smokiness throughout , ends with a strong coffee bite and some molasses m - very smooth d - medium i really enjoyed this beer . smoked beers are usually hit or miss for me , but i thought this one was really well balanced and tasty .  first thing is the absolute massive duvel-esque head that forms with even the softest pour . it 's really quite beautiful floating atop the cloudy peach body of this brew and though it does dissipate in time , it still leaves a huge dimple filled marshmallow island and sporadic lacing everywhere and for the duration of the session .  taste & mouth feel : decent crispness over a light body that holds some unnatural dextrin in the mouth feel . vague beer flavor , nasty herbal flavors flail around chaotically . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 
beer2,0.6,"the sent of hops rushes out at you at the crack of the cap . this is one of the best smelling ipa 's ever .  this bier pours up a masterpiece , if only in looks .  mouthfeel leaves a little to be desired in my opinion , comes across a tad bit too syrupy , but at the same time a proper amount of bubbles for the mouthfeel . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 
beer2,0.6,"smells like a blend of sweetness and sour cherries .  cloudy golden body , bottle-conditioned with plenty of yeast particules . superbly laced huge foamy head , rocky and leaving a trace on the glass at each sip .  mouth : slightly tingly , a sweet bitter hop presence stays around , fairly thick bodied . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 1 1 1 1 1 1 
beer2,0.6,"the crisp , yet smooth taste leaves mouths wanting more , yet the potency lets you enjoy `` beer '' . c'mon guys , this beer is one of the best . down to the bottle , its smooth , yet tasteful . enjoyable , yet manly . this beer has weekend written all over it , and if you do n't agree , well then , have a miller high life !  a : poured a huge three finger light-tan head with great retention .  m - too light for my liking , and sometimes even border-line watery . at least there 's a strong carbonation , and it 's nice to kind of toss around on the tongue to search for the other flavors . still , fairly average . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 
beer2,0.6,"s - muted dry hops and rich malt . grapefruit and a bit of pine on the nose . t - spicy and sweet . d - great esb .  hazy copper with a few long strands of carbonation bubbles running throughout . a huge off white head that is chunky enough that i could probably draw designs in it if i wanted to . good retention , excellent lacing . looks like an apa should look .  in th mouth , though , it 's a little too watery for a weizen . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
beer2,0.6,s - yeast and phenols . a little flat smelling . t - definitely wheat .  a : the nicest looking wheatwine that i have ever seen . looks brown until it is held up to the light .  watery rather than full bodied for a stout . fantastic . ' i just wish it was a bit thicker in terms of oral sensations . ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 0 
beer2,0.6,"appearance - a nice clear beer smell - smells clean organic and fresh like spring rain .  a : wow , this is one of the best looking beers i have seen . pours an excellent creamy head that lasts the whole beer .  some nice foam when poured . dark brown/copper appearance not too much in the nose , but smells vaguely of belgian yeast spice up front , sweeter flavor and then ending with a cinnamon and alcohol taste . notes of vanilla and banana . overall a good beer but could use some subtlety . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
beer2,0.6,"light hoppy smell and a nice amber orange , with a fizzy white head that left superb lacing , i 've seen rabid squirrels with less foam than this beer going down the glass .  pours a dark clear brown to settle a solid varnished blackness . beautifully capped with a finger high light shaded cocoa firm frothy , creamy dense foam . the cap stays firm and holds steady for great length finally dissipating to a heavy skim and lots of broken stringy lacing .  it leaves a pleasant fruity citrus taste in the back of your mouth . the carbonation is moderate . worth trying if you feel like something light . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 1 1 1 0 0 0 0 0 1 1 1 0 
beer2,0.6,"s : smell is somewhat subdued ; very light , flowers , wheat , belgian . t : very spicy , some cloves and bananas , light fruit , roses , floral - both hop and flower - sweet , tortilla kind of breadiness .  poured in the struisse beerglass the beer looks very very very dark with an enormous chocolate head .  medium body , lingering flavors . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 
beer2,0.6,"earthy aroma with yeat/bread , caramel malt , rye and caraway seed notes . smells slightly tart with subtle spice presence . very smooth and extremely drinkable .  when held up to light , theres an ever-so-slightly lighter , russet-looking color at the extreme edges . big , rocky , light tan colored head that took its sweet time dropping and left lots and lots of lace on the sides of my glass .  a bit chalky . hints of grapefruit and bold coffee flavor . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 1 1 1 1 
beer2,0.6,"aromatically unimpressive , as pine and grapefruit notes struggle to make any headway up the ole ' nostrils . a bit of caramel malt makes a sturdy backbone , as the hops eventually show a bit of flare .  super dark , almost completely opaque with frothy dark caramel head . ridiculous retention every sip of the way . d : looks amazing .  the mouthfeel is a little uneventful . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 
beer2,0.6,"faint amber malt smell but really not much on the nose .  appearance : possibly one of the best looking ipas i have ever seen . ( i tend to pour gently ) smell : the smell is nice and sweet , though it does not blow me away like many other ipas .  i have been known to sit and smell the beer for five minutes before i drink it . the taste is carmel with a almost pine after taste . after four beers the tart pine after taste is really noticable . i really like this beer . though sometimes they do n't taste right . i do n't know if i just have an old one or maybe it is too new and needs time to mellow . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 
beer2,0.6,"nose is full of chocolate and dark roasted malts . so far , i 'm not picking up on any coconut smell , which is a bit of a disappointment given the name ! there is a bit of a metallic scent in there also .  pours a gorgeous hazy orange with yellow streaks , the head is monsterous . a 3 inch thick frothy delicious milkshake of a head , by far the best beer i have ever seen poured .  oy gevalt ! pours an interesting reddish brown slightly hazy body with a finger of beige-white head . head lingers and it laces the glass well . aroma is nice and sweet . tastes very hoppy with dates dark fruit notes . a bit of a bite in the aftertaste , that is not pleasant ! ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
beer2,0.6,"i waited to review this until i had the ba version from the bottle ... looks like the ba version , dark brown with a light tan head , a little better lacing ... the aroma is nice with vanilla , creamy chocolate and a touch of raspberries ... the taste has a lot more chocolate than i expected , i was expecting and hoping for more of the vanilla and raspberries .  beer pours out a nice hazy golden color with tons of little bubbles rising to the top . huge clusters of thick lace all the way down the glass .  body is light to medium , carbonation is perhaps a bit high for my tastes . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
beer2,0.6,"s : strong coffee notes and a kind of roasted grain aroma that was pleasant , but was n't terribly distinct . the smell , while attractive does n't do the taste justice .  poured a nice amber orange hue with an impressive bold white head .  mouthfeel : medium mouthfeel is okay . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 
beer2,0.6,"the smell is ( by far ) the least appetizing part of this beer 's appeal-it 's earthy and a bit sour . the taste is quite different ( thankfully ) from the smell . there is a strong hop presence . my hop-head brother thinks it 's the second best beer he 's ever had from here ( first was the giant star ) .  a- a deep , black liquid with just the slightest bit of light getting through the top when held to a light . the creamy brown head has some decent retention .  the mouthfeel is a bit thinner than i expected , with medium carbonation . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 
beer2,0.6,"s : cocoa pops out at you then i got quite a bit of roasted malt . t : this is supposed to be a chocolate beer .  guinness 250 anniversary stout is a brownish black beer with a thick , foamy , dimpled beige head that has great retention and leaves nice lacing on the glass .  mouthfeel was a tad thin , surprisingly , but did n't affect my overall impression of the beer much . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
beer2,0.6,"good and nutty nose too , but it was a bit overly boozy to my nose .  this beer poured great , with a crystal clear , golden color , and a big fluffy , snow-white head .  the feels is about average for a lager with moderate carbonation . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 
beer2,0.6,"nose is nice and hoppy , but also has a nice belgian yeast nose with some coriander .  [ best served in a trappist glass ] poured a nice rich murky brown with a large frothy light brown head that lasted throughout and had some really excellent lacing that remained on the glass until the end .  tropical hops , brown sugar , molasses , earth , sweet yeast and a bit of oak m - light , a bit of carbonation , light to medium acidity and short finish and some what balanced d - nice for an ipa , easy to drink . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
beer2,0.6,"s : smells mildly skunked . t : tastes very similar to smell . d : beyond the skunk , i could probably put quite a few of these away . very nice .  *note : this is a 2007 vintage* a - poured into a goblet this has a nice mahogany , cloudy pour with one of the most impressive heads i 've ever seen . this 1 finger of big bubble head hung around for the duration of the ale leaving massive , clumpy side lacing . i'ver never seen bubbles of this size before in my brew , its insane !  mouthfeel slacks off a little . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 
beer2,0.6,"s - soft roasted malt character with muted caramel and nutty notes . very soft nose here with a bit of brown sugar .  a - one word - black . dark as night with a big espresso like dark brown head . head is a solid three fingers after a somewhat agressive pour and slowly fades to about a one finger cap . big rings of lace left behind .  however , it almost lacks a bit in body and gets watery towards the end instead of carrying the expected viscosity of an oyster stout . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
beer2,0.6,"the nose brought it all the way back : gorgeous cherry and plum notes mingled with dried fruit and a touch of roast malt . i can only imagine how terrific the aroma would be with more carbonation driving it up . the flavor was quite good , too , though a bit sweet . very nice spice influence , as well .  really nice looking beer .  m : hefty , frothy , and over-carbonated . it 's quite a mouthful , but not always in the most pleasant way . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 
beer2,0.6,"very mild sweet malt in the nose reminiscent of caramel and light bread . nose was a little lacking , but still some nice , fruity aroma was present .  poured ( of course ) in my struise glass the beer looks perfect . what a deepdarkbrown colour !  the head is only a half inch and it does back fast , leaving a thin foam coat and the carbonation seems to keep it replenished . the taste is rich and fizzy : like the carbon dioxide gets release when it hits my tongue . this is good stuff , although i agree it is darker than most saison . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 
beer2,0.6,"smells mostly of malt and bread . that is about it not a really aromatic ale .  well , first off , the appearance of this beer is likely its best feature . beautifully black with an oh-so-creamy looking tan head .  carbonation is very low , could be higher really . very unorthodox but amazing anyway . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 1 1 1 
