task,label,text,rationale,combine_flag
beer2,0.6,"a : great looking brew ! golden orange with a big foamy white head that does n't want to ever go away , and leaves sticky lacing . constant show of bubbles continues throughout which keeps a good amount of head in tact the entire time .  one of the easiest to drink and one of the most refreshing beers out there . jimmy buffett knows his market ( summer pounder beer ) ! the only complaint i have is that this beer ( along with red stripe & corona ) are way overpriced for the style of beer . if i spend $ 9 a six pack , i 'm buying a craftbrew with high quality ingredients not this type of beer . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 ,0
beer2,0.6,"the copius , slow bubbling adds to the overall awesome look of this beer .  i even like wild blue , even though that tastes like grape soda instead of beer . it does n't even taste like cider . it tastes a little like sparkling white grape juice and apple juice mixed together with even less of a cheap pilsner . i drank it , and ca n't believe that i did , so i gave it at least a 2 for drinkability . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 ,0
beer2,0.6,"it was slightly sweet and very inviting . t : the taste was exactly what i thought it would be based on the smell .  still very good though , even if mouthfeel is thinner than i 'd like . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 1 1 1 1 1 1 1 1 1 0 ,1
beer2,0.6,"poured from a bottle into a glass , best before 07mar08 a - really great color . decent head , and pretty good lacing .  mouthfeel was medium-thin , with relatively low carbonation . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"the beer pours a bright copper hue with large fluffy orange tinted white head foaming up 3-4 cm with a gentle pour . the foam is very creamy in appearance and tightly packed , getting recharged from several active streams of bubbles rising from the bottle of the glass . the first sip reveals an average body with crisp texture and fine tingly carbonation .  341ml bottle poured into pint glass nov1 2010 a dark brown with a light brown head that has decent retention and leaves a partial ring of lace followed by some patches s faint coffee with loads of milk chocolate and the cherry 's there but quite subtle t chocolates a little darker in the mouth and the cherry comes out a little more and just the faintest hint of woody smoke , not completely dry but a little more sugar may have worked well for it m could use some more bubbles and not as thick as the color would imply d overall this ones pretty decent , i 'd drink int again so that says something just enough cherries to have a positive affect any less and it would go unnoticed and anymore and it would take away form the nice chocolate flavors . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ,0
beer2,0.6,"appearance : ample lacing , gorgeous colour and plenty of carbonation throughout giving ample head .  this is pretty oily , so i would like a bit more carbonation . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 1 1 1 1 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"smell is very juicy sweet pineapple with the expected belgian yeast twang of clove and banana . nice sharp bitterness upfront . muddled with a twist of pineapple but any other flavor is kind of muted .  the look was a little weak ( i felt it should have been a bit darker ) and i would have liked a bit more carbonation . the head was a little weak and thin as well . but again , it was the flavour : somewhat strong but not too bitter , and a very nice , somewhat nutty aftertaste which lingered for a little while . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 ,1
beer2,0.6,"smell : the first most striking smell is that of raspberries and tart fruit . there is more going on in here and there is a certain bit of almost mushroom like mustiness .  the mouthfeel is on the lighter side of medium bodied , as it should be for the style . it is slightly over carbonated for the style though , and that seems to take away from the flavor a little . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,1
beer2,0.6,"looks very nice .  m - not much of an aftertaste because the entire flavor dissipated before i was able to describe it and i have to take another sip . the spiciness lingers a little , but not as long as many belgians . is hidden pretty well ... however there are definitely better beers of this style out there . ",0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0 ,0
beer2,0.6,"the applewood bacon , oak , and beechwood smoke smell incredible . beneath the smoke i find toasted malt . the nose is very clean . overall : a good smoked doppelbock with an incredible aroma .  a little watery in the mouth but not horrible . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 ,2
beer2,0.6,"overall a great smelling stout . t- coffee is definitely in the taste , but not in the quantity i expected .  mouthfeel was medium with a mild sweetness on the tongue . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 ,1
beer2,0.6,"wow , dark black body from pour , with a woody smoke brown head that sits nicely . this is exactly what an imperial stout should look like . beautiful complexion .  it is a fairly crisp beer with high carbonation , so it has that going for it . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 ,0
beer2,0.6,"sweet sugars and the ooze of an over ripe mango sit nicely behind lovely fruit character .  mouthfeel - smooth , although noticeably watery . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 ,1
beer2,0.6,"glass - tulip a - copper color with lots of fine bubbles rising to the top . it produced about a 2-finger head , kinda fluffy looking , and it had great retention . it left very nice splashy lacing .  the feel is a bit thin . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 1 1 1 0 ,0
beer2,0.6,"pours a seriously creamy brown . lots of lacing , frothy head . looks great , dense and inviting .  m : like your average english ale . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 1 1 1 1 1 0 ,0
beer2,0.6,"a - reddish brown with a one and a half finger head that leaves thick lacing all down the glass .  mouthfeel was unexceptional , and light to medium bodied . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"looks like a perfect representation of the style .  chocolate and coffee lead off taste , with raspberry rising up among the hops just before the finish . the raspberry makes a nice accent for the stout , never dominating it . i had feared that this was the beer equivalent of dunking your toast in your morning coffee . no sense of alcohol , perhaps masked by the raspberry . while not watery , i like my imperials to have a bit more viscosity . surpisingly drinkable for an imperial . while i could n't see this as one of my staples , i can see me putting a bottle or three in my weyerbacher mix-it-yourself cases . ",0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ,0
beer2,0.6,"the aroma overwhelms the senses . raisins , prunes , whiskey , port , and pure alcohol flood the nose .  the mouthfeel has little flesh and does n't really hold up to the caramel notes from the nose . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,1
beer2,0.6,"dark , mahagony brown with shades of red and a robust off-white head laces nicely .  because the hops and the malt do n't overwhelm you the mouthfeel is light to medium while drinkability is exceptional . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"a- poured with a fresh cream-like , off-white 1/2 '' head . the body is a filtered medium amber color . d- goes down super smooth ... almost like a creamy glass of water !  first sip..boom lots of carbination almost too much almost burned my mouth , i didnt like that so i let it sit for a few minutes to warm up and still too much carbination which i did not enjoy at all kind of killed it for me . good beer just too much carb definitely a lot of other imperials out there that are better . check out moylans imperial its a lot more satisfying . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"dark , murky brown color with a huge head of fluffy , tan foam . the head stays for a good while before leaving copious amounts of lacing stuck to the glass and swirling around the surface .  m/d : has a bitter mouth feel that dries it out quickly so it is not the best for drinking on a hot day or to quench a thirst but all in all a great session beer that has amazing taste and smells and i really want this one again . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 ,0
beer2,0.6,"nose is incredibly complex . soaring notes of rum , wine , clove , orange rind , raisin , and a touch of roasty malt . great very fine mouthfeel , but not particularly long .  a little thin bodied , a little too much alcohol in the finish . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 0 0 0 0 0 0 0 0 0 0 0 ,1
beer2,0.6,"reviewed 12/12/2006 ( bottle @ west alabama ice house , houston , tx ) : ( could n't rate the appearance very well ) very malty then very very hoppy aroma . bitter hoppy taste , but mellows at the end .  the body is bit on the thin side , but that 's not necessarily out of the ordinary for an oatmeal stout . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,2
beer2,0.6,"pours picture-perfect with tall , clinging tan head and dark body ( black unless held to the light .  m : does n't feel to heavy on the pallet , a bit to much carbonation . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 ,0
beer2,0.6,"ar : unique , spicy/earthy hop , berries , grapes , honey/light caramel , light alcohol , resin , earthy/funky hop , i like it but it might not work in a lot of beers , *grassy ap : beautiful mousse-like light tan head , great retention , clear copper , lace t : spicy , earthy , resinous , unique fruitiness , grape , berries , blackberry , dried fruit , pale malt , crisp , light plum , light citrus , complex unique fruit , difficult to describe , grassy hints , resin and fruit with hints of tart , grape juice with a small amount of cranberry , very lightly vegetative , *pine , *restrained belgian yeast m : high peppery carbonation , medium smooth/creamy mouthfeel , resinous pleasant end , light alcohol o : i wonder what the yeast character is like , interesting , unique , fantastic , very distinct , *tastes fairly fresh , *aggressive hopping *=ideas from fellow taster  smells and tastes sorta like a coffee i once had , nutty ( ? ) i want to say . anchor porter is very unique to me ... of course this my first time having a porter . at first i thought i would n't want to drink a healthy amount of this , but then the beer just grew on me . it was soon goin ' down great . i would gladly drink again . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,at first all you see is black with almost no head but then you start seeing the downward flowing bubbles and mysterious swirls of tan and amber as the head slowly forms into a tan masterpiece . although it looks black it is light and non filling .  mouthfeel - slightly effervescent . ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 ,0
beer2,0.6,"a - poured out of the bottle with a fantastic head , some of which remained throughout the pint . lacing was fantastic also .  mf & d- thin bodied and well carbonated . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"this beer is nearly black . you know how you can tell a beer has a nice head ? when it is 2 inches high when you pour it , and there is still 2 inches of head in the bottom of the glass when you finish .  mouthfeel - 3.0 moderately carbonated , reasonably smooth , nothing to complain about here . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"good head retention & average lacing s : coffee , toasted grain , & some chocolate , mostly espresso notes t : coffee , toasty gain , a bit iron & nice chocolate notes . nice dryness as this warms .  i poured a 12 ounze bottle into a pint glass and immediatly noticed the beautiful color and head . the heaed left much lace which was nice and sticky . there was a stong hop aroma and a strong hop taste . neither was overpowering and both were artfully crafted and mixed . do n't drink and review . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,2
beer2,0.6,"poured from a bomber into a tulip . pours a dark black with chocolate milk colored head .  m : gently creamy carbonation , perhaps a little thin overall . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 1 1 1 1 1 0 ,0
beer2,0.6,"billowing head grows ever skyward above liquid shining like light copper penny ... heavy malts and a hint of soy sauce in the nose , a bit sweet heavy beery flavor , a profile of multi grain artisan bread , with some american macro lager brew qualities to it as well .  the mouthfeel was lackluster , probably because this bottle had plenty of time to sit . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"ok retention but i was messy on my pour , good lacing ... despite my sick stuffy nose i 'm instantly hit with wonderful citrus aromas , orange peel , citrus acid , laced with strong undertones of pine resin . ca n't get any better than this for an ipa ... the taste loses a lot of the orange , i 'm slightly disappointed about that .  smells of buttery pumpkin , spices , and hints of vanilla t- sweet and spicy , with a hint of vanilla in the finish m- very little carbonation . smooth and slightly heavier than i had expected . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 ,1
beer2,0.6,"a - orange/amber with nice sticky white head .  i took my first sip and was shocked , this tasted totally like an ipa . seemed overly carbonated and gassy . 21st amendment is a great little pub and they have a fine addition to their solid line up with this one . ",0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ,0
beer2,0.6,"awesome aroma of floral , hoppy goodness . soft-citrus and other fruity esters with an edge of cotton-candy or bubblegum . complexly fragrant nothing screams at you individually , but theres no mistaking some serious dry-hopping is going on but in a balanced way . caramely sweetness is candy-like and the darkish malts lend an unexpected chocolately character which im not sure im digging .  moderately carbonation a bit too strong for my taste - better on tap . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 ,2
beer2,0.6,"pours a clear red with a light pink head .  toasted grains , coffee , somewhat sweet and not a bad nose for a porter , the start mostly malt , the top rather thin . finish has a mild acidity , the hops perky in their spiciness , very dry and long lasting aftertaste , overall a fair to middling porter . ",0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 ,0
beer2,0.6,"pours jet black with a dark brown foam crown . exhibits moderate lacing when swirled .  only complaint is that it seems overcarbonated , and too foamy and tingly . other than that , a very nice beer . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"pours a very clear amber red , big light tan head that stuck around for some time and left tons of lacing .  m - a little more thin than i would like with a little lack of carbonation . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 ,0
beer2,0.6,"the pour is nearly a thing of beauty . body is pitch black . the head is just barely off white and skies up a few fingers with good retention and quite a bit of lacing . each swirl creates three layers -- black up to a mix of brownish-black bubbles and then the white head . really pretty . from there , downhill .  the was a little too thin for my liking , but this is typical of most terrapin stouts . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"no lacing or head retenton s : sweet malt & apple skin , big-time fruittyness t : bready with apple skin ( yeast ) notes up front .  when my friends and i sampled the whole assortment of cheap beers , this was the one we settled in with as our most purchased variety . it was the most tolerable , easiest to drink cheap without `` bad beer face '' , and produced the least amount of hangover effects . i have on occassions tried this beer over the 20 years since college and still find this beer in particular to be one of the easiest cheap beer to drink without any bad taste . i 've tried pabst a few times and struggle to finish them because it actually tastes `` bad '' flavor . sure natural light lacks any strong flavors compared to a high-end ipa , porter , imperial stout etc ... but compared to its equivalent price-marked competitors its one of the best choices you can make . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ,2
beer2,0.6,"poured with a fantastic foamy frothy sudsy white head and lots of clumpy lace .  mouthfeel was medium , not terribly oily and almost chewy . it 's maybe a bit to cloying and sticky for my liking but all-in-all a decent , well-balanced brew . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,pours a pitch black color with a thick brown head into my glass . very good presentation for the style .  m : medium with a little creaminess and some oil . ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"mouthfeel : super thick , creamy , sticky with medium-low carbonation overall : great smell , but the pure , burning ethanol is too much present for me in the taste .  taste : higher carbonation than most stouts and some extra bitter roast coffee notes . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 1 1 1 1 1 1 1 1 1 1 1 1 0 ,1
beer2,0.6,"a : the appearance is phenomenal : a semi-hazy orange hue topped with a fluffy , steamed-milk quality head that laces the shit out of the glass .  mouthfeel a little heavy , with medium carbonation . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"overall : smells amazing but does n't follow up on the taste , it 's not very well carbonated but is still very drinkable .  mouthfeel : lots of carbonation , feels light and airy . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 1 1 1 1 1 1 1 1 1 ,1
beer2,0.6,"the aroma of this brew is a pleasing mixture of oak , vanilla and sweet smelling bourbon . the bourbon provides a nice accent to the base boozy quality . the smell becomes a little dirty and earthy as it warms up with a spicy and fusel kick of alcohol .  well carbonated , a bit prickly at times . drinkability : a reasonably complex , enjoyable brew , though , for my tastes , the carbonation was just a bit too high . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 ,1
beer2,0.6,"the smell is of caramel , dark cherry and prune .  the carbonation becomes a liability to the weight and texture , which go up in bubbles before i can get a bead on them . some of my fellow bas have been unnecessarily critical of the unique carbonation level rather than seeing it for what it is . ",0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 ,1
beer2,0.6,"poured from a bomber into a duvel tulip a- pours a dark , clear shade of amber with a solid offwhite head that sticks around for awhile and leaves some excellent lacing . looks gorgeous .  m - i did feel violated , but i wo n't press charges , officer . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,pretty good retention . looks very inviting .  m - carbonation is a little too zesty for my liking . ,0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"pours a hazy dark golden orange with a creamy off-white head that retains well and laces the glass .  m- very clean with a good amount of carbonation . it does build on the palate a little bit , which i found odd considering how thin this beer was . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 0 ,0
beer2,0.6,"great retention and lacing , with bubbles constantly fizzing up to join the cause at many different points around the perimeter of the glass . very dark brown body .  a little rough going down , but over all very nice . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"a : this is a dark amber/orange color . it pours with a large white head that has good lace and retention .  bottle poured into st. bernardus chalice three finger head murky gold in color , off white head s : spices , belgian yeast , and phenols t : lemongrass , spices , coriander , and much more m : okay , i 've had better tripels , this seemed too thin . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"s : significant hop aroma . definitely , cascade hops as advertised ! i personally like cascade hops so that 's a plus in my book . checked the website and they confirmed it is dry hopped . t : definite bitter hop note with floral , pine , and citrus notes -- again cascade hops . not much malt sweetness to counter act the hoppiness .  m - this one coasts all the way down . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 ,1
beer2,0.6,"brown lacing atop a jet black brew .  the mouthfeel was not as great as i had hoped it would be , i really would like to taste this beer on draft . reminds me of guinness , but with a richer taste and more carbonated . ",0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 ,0
beer2,0.6,it has a wonderful beige head and tight lacing that is frothy . the body is a hazy gold with lots of small carbonation bubbles .  mouth feel is fairly light with light carbonation . ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 1 1 1 1 1 1 1 1 ,0
