task,label,text,rationale,combine_flag
beer2,0.6,"pours an apricot colour , almost opaque from sediment bomb that 's detonated in the body . head is voluminous to the max , irregularly bubbled and beige in colour , leaves a gorgeous pollock canvas of lace down the glass . colour ? tick . cloud ?  reviewed 4/15/2006 ( 12oz bottle bottled on 02/03/06 ) : pours an amber golden color body , very fizzy . has a huge head , white , good lacing , slowly diminishing . a very hoppy aroma , pale , and dry . bitter taste , semi-sweet aftertaste , semi-pale , semi-bitter . good balanced taste . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"pours a nice one inch white head that is creamy with some bubbles . good retention and huge lacing .  light to medium mouth feel . tastes great.full flavor , with a little bite . for a dark beer it 's refreshing . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 1 1 1 1 ,0
beer2,0.6,"the huge champagne head and pink hue were beautiful , but it tasted like sour patch kids without the sweetness .  mouthfeel : nice mouth-coating , but a much weaker carbonation than i was expecting ( the tap ? ) . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 ,0
beer2,0.6,"initial big foamy tan head that quickly subsides to nice small layer of foam with good lacing .  m : a medium/full body with a very light , almost absent carbonation . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 1 1 1 1 1 1 1 0 ,0
beer2,0.6,"good lacing s : strong smell of coffee beans , smells earthy t : tastes same as smell , good strong coffee flavor .  a robust stout - on the bitter side but just right . mouthfeel : spicy carbonation on the tongue - slick , but otherwise a little watery . maybe a little too carbonated - it overwhelms everything else with a nice big drink , but it more manageable when the beer is sipped . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ,1
beer2,0.6,"very inviting . t : smacks you right in the face with a smokey taste .  coffee dominates the taste but its bitter and boring , just not feeling the flavor ... the mouthfeel is almost an afterthought because its so light and boring . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,1
beer2,0.6,"very nice aroma . starts off sweet and creamy .  this was the best north american beer i 've ever had from a can . while it ca n't touch a holsten festbock , it was a very nice brown ale and offered something that others do n't . it was almost buttery once you tasted the sour/ grain notes . very complex , and very tasty . worth a try , any time . ",0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,1
beer2,0.6,"aroma : beautiful scent , flowery , cherries , peach , cloves , spicy , fruity , oak . visuals : simple , beautiful packaging , cloudy iced tea , deep reddish brown , nearly opaque , staying white head , intricate fresh lace . a bit expensive for what it is , understandably so , but a very nice experience . http : //beercritic.wordpress.com/2009/01/04/st-bernardus-pater-6/  the mouthfeel is light and carbonation is moderate . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 ,1
beer2,0.6,"aromas of strong jalepeno and other hot peppers . very expressive chile pepper aroma and flavor are enticing , but the extreme heat makes it challanging to drink .  pours clear , copper with medium-dense head of beige bubbles . little lacing . hoppy , full-bodied flavor , but not floral . some sweet maltiness . my only qualm is with a bit of a sharp bite and some cereal flavor . similar to their pale ale in taste , but much more robust and flavorful . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,1
beer2,0.6,"poured a nice golden yellow with a bit of cloudyness , and a huge pillowy head , great lacing and retention .  mouf & gt ; seltzery . not fab . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 1 1 1 1 1 1 1 0 ,0
beer2,0.6,"received in a trade with almalkin a - poured a deep amber with a nice white head that fell moderately into a nice lacing around the glass s - this is the hallmark of this beer ... big smell..nice sweet pumpkin and spice smell with a hint of hops..very enticing t - the taste was a bit of a let down for me.admittedly i 'm not a huge pumpkin fan also though..the beer had a nice malty taste with a bit of a biscuit or bread flavor along with spice like maybe cinnimon ( sp ? ) and then pumpkin..overall it was good m - nice carbonation , but the beer was a little thick almost like a stout..coated the mouth and tongue..pretty good d - i would n't want this all the time..but it 's a great break to regular beers and certainly has it 's place in the fridge when the leaves start turning colors..  mouth is lacking in carbination expected . also a little thinner in the mouth than expected . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,1
beer2,0.6,"clear dark copper colour with a large , creamy off-white head . good lacing .  i love good double ipa 's . however this one was a huge dissapointment . beer was very cloudy , i thought they gave me a german style hefeweiss it was so bad . hops were present but were lacking for a double ipa . the beer was really out of balance , big bitterness but no flavor to back it up . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"deep , rich cloudy red with about two inches of foamy , off-white head that took a while to dissolve and left noticeable lacing on the snifter .  mouthfeel is just average , the carbonation is much too low for a tripel . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 0 0 0 0 0 0 0 0 0 0 ,0
beer2,0.6,"a- really creamy looking , huge head with a nice cascade down the glass . a real nicely made brew s- i get a real smell of butterscotch and orange and grapefruit , very nice aroma to this one , the cask , being that its a bit warmer really brings out the smell t- much better than on regular cask , very creamy mouth feel to it , like as said the hops just come at ya , great malt profile biscuit like .  mouthfeel was a bit of a letdown- on the thin side and made the beer seem less substantial . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 ,0
beer2,0.6,"bought after the beer meeting - $ 96 later ... golden , big fluffy head , lacing : grade a+ ... bitter , sweet , flavourful , beehive , delicious ... like a hoppppy tripppel .. abv is well hidden ... does the dutch proud ... 'i would n't leave the bar if i could find this on tap ' .. just an enjoyable brew , but the hophead in me says 'more hops !  great looking beer . looks like carbonated orange juice or maybe a mimosa . beers do n't look much better than this . fresh squeezed grapefruit , peach , flint , light lemon and apricot . nice hop forward dipa here . major flaw is in the finish where the hop bitterness gets a little astringent and out of whack leaving a chalky , filmy residue on the palate . again the bread driven malts show some toffee notes in the middle are balanced by high alpha hops leaving a resiny citrus burst throughout . grapefruit and lemon , with some hints of orange , peach , pineapple , and other fruity flavors . if not for the finish this would have been spectacular . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 1 1 ,0
beer2,0.6,"poured mohogany with an inch tall head that just sat perched there the entire time . tough lacing left a ring down the glass every sip , ending with bars of lacing after the beer was gone .  mouthfeel - average weight , above average bubbles . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"deep brown to dark amber with next to no bead but a creamy head that sticks there throughout .  it has some zesty lemon/lime , a bit of grain , and some mineral water . it has a lot of flavor , though it is a bit blunt . it is supremely drinkable . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"the bottle poured ruby red with a large billowy light coco brown head .  served from a 2 liter flip top bottle bought at the brewery , poured into a pint glass bought from the brewery . light amber color in glass , hazy finish . big head that dissipated quickly , little lacing on glass . light aroma of citrus on pour . went down quickly , i was surprised how fast i finished the first pint . a typical wheat , but a good pint none the less . ",0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,very nice . t : unique .  the alcohol starts to peep through on the finish but is in check m : the body on the finish is a little thin for my liking but the carbonation is pleasant and tingling d : this is very very drinkable for the abv ,0 0 0 0 0 0 00 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 ,1
beer2,0.6,"great appearance , the best aspect of this beer no doubt .  there was some even carbonation in the mouthfeel , and a slight aftertaste , but the beer was fairly typical in this regard . ",0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"abita pecan ale pours a beautiful dark amber color , and has a big tan head .  poured this from a bottle into a standard pint glass . noticed citric tasting hops over the pale malt . i would say this leans slightly more to an ipa , just slightly . i really enjoyed this and would buy it again . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"very deep and complex smell . chocolate , raisins , heavily roasted coffee .  m : relatively average mouthfeel , with nice carbonation . ",0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 1 1 1 1 1 1 1 0 ,1
beer2,0.6,appearance - big fluffy tan head . great lacing and sticking . looks great .  mouthfeel was disappointingly a bit too thin and watery in the finish for such a big beer . ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"a huge foamy head rises with incredible action ( not even from an overly vigorous pour ) ... small crevices begin to appear in the fluffy head , but ever so slowly ... .an incredible looking beer s- spicy ... but not one particular spice jumps out ... .sour notes come through with a slight metallic tinge ... .stilly slightly cold ... ( need to refine my smelling skills ) t- the first sip ... .as it moves over the tongue a spicy lemon flavor comes through and then hits you upside the head when as it rolls off the back the tongue m- a fuzzy tingling sensation shows up on the front part of the tongue , but does not detract from the definte smoothness that is apparent once the bolus moves on through ... salivation increases with the intense sourness ( on par with the warheads candy ) d- leaves your mouth wondering `` what was that ?  mouthfeel : light-bodied , slightly oily and a little watery . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 1 1 1 1 0 ,0
beer2,0.6,"a : rich copper color , brilliant clarity , light off-white head , all to style .  truly one of the worst craft brewed beers made out there . thick , meaty , hops way too bitter , boozy , sweet . this is like a grain alcohol , hops , and pork slurry . must be what pork soda is . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 0 ,0
beer2,0.6,"a : four fingers of bright white , stiff foamy head with excellent retention . bottle conditioning produces a light cloudiness and lots of interior bubbles .  m : average for a lager -- it 's about the only thing going for this `` king of beers . '' d : incredibly low as there 's nothing bringing me back here . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,poured into my tulip glass . a - dark like a trois pistole .  m : somewhat fizzy and a tad overcarbonated . ,0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"initial blast of dried apricot blows off to reveal classic cantillon . simply a stunning nose , even for cantillon . and that nose !  body is medium full , but the carbonation is quite low . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 1 1 1 1 1 1 1 1 1 1 ,1
beer2,0.6,it is dark honey colored with a nice frothy light tan head that stays .  mouthfell was abrasive yet thin . ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 ,0
beer2,0.6,"pours dark dark brown almost black with a 1+ finger tan head that left some spotted lacing smells of cherries roasted burnt malts and chocolate taste is very close to the smell - i do find the cherries to be a bit tart but the malts are nicely burnt along with chocolate mouthfeel is a medium body beer that has little carbonation and is a bit slick drinkability is ok - i do like this stout over dark horse blueberry stout  the carbonation is a little weaker than most weissbiers ; the bubbles are small . the liquid is very smooth and a little thick . a textbook example of a hefeweissen , maybe with a slight reservation for the weak carbonation ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 ,1
beer2,0.6,"a beautiful half inch head .  m : medium to thicker body , average carbonation . ",0 0 0 0 0 00 0 0 1 1 1 1 1 1 0 ,0
beer2,0.6,"reviewed 7/21/2009 ( 2009 bottle ) : pours a clear bright golden colored body , with a big foamy white head , lasting .  very dry , exceptionally dry , is that cotton in my mouth ? ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 0 ,0
beer2,0.6,"you can not beat the appearance of this stout . a midnight opaque black with a huge creamy and cascading tan head .  s- nutty , maple syrup . t- i an normally a stout or porter guy but this one was really pleasant . you can taste the dark roasted malts and the hint of maple syrup which stays with the palette . m- .. d- i could drink a six-pack in one sitting only thing i would be wary of is the sweetness of the drink . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1 1 ,0
beer2,0.6,"a : absolutely elegant mahogany to almost black hue , with an supposedly thick and tight frothy beigh head which sustains forever .  m : medium bodied with moderate carb . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 1 1 1 1 1 1 ,0
beer2,0.6,"a : pours a beautiful 3 finger fluffy white head with great retention . beer itself is a semi-cloudy peach color .  quite a good flavor - bitter , but not anything too strong , with an average duration . light and thin-bodied on the palate , , with average carbonation . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 1 1 1 0 ,0
beer2,0.6,"a - this one is a brilliantly alluring honey-gold with a big four finger bone white head . big sticky arcs of lace are deposited all over the glass , and the head shows excellent retention as it slowly creeps down towards a solid fat finger . this is one helluva pretty beer .  carbonation is a bit excessive for me but not prohibitively so . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"really really dense , intriguing smell . t- far different than the smell .  the body was medium or just a bit more and lighter than expected . ",0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 ,1
beer2,0.6,"11.2 oz belgian beer - into a pint glass - labeled 130711 a - golden in color - almost approaching golden brown . head formation is very strong and eggshell white . lots of hazing coming from suspended yeast and other carbonation .  admittedly it could have a much bigger body on it but at least it is well attenuated . a hop might have passed by the brew kettle but if it did , it didnt stay long . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ,0
beer2,0.6,"pours beautifully with a fluffy white head and golden yellow body .  some vanilla and spicy noted develop , and the hops meld nicely with the malt flavours and create a balance across the tongue . it 's a bit too intensely carbonated for my tastes , but still a nice beer . ",0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 ,0
beer2,0.6,"thick and rich hops , quite nice . t : slightly sweet tropical fruit mango/pineapple up front with bright floral oiliness .  whatever , it 's tasty and pretty nice to drink . overall , its smooth , but almost slightly sour porter . definitely worth a try . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,1
beer2,0.6,"a : black ; almost no light coming through . poured a 3 finger rocky mocha-colored head with excellent retention to a 1 finger cap .  mouthfeel/drinkability- lightly carbonated going in , it never gets interesting enough to best highlight the hop and malt features to its potential . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ,0
beer2,0.6,"a - an impressive , thick pour . dark copper , rich and vibrant looking with ridiculous off-white head .  medium to thick , perhaps syrupy , though it 's tough to concentrate on the beer 's mouthfeel when it tastes like this . seems a bit under-carbed though , truthfully . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 1 1 ,0
beer2,0.6,"great head retention .  m - medium bodied but very thin and watery overall , even for a cask pull . ",0 0 0 00 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 ,0
beer2,0.6,"nose : fantastic bouquet here , one of the best smelling ipas i 've had to date .  m/d : a medium body , but thin and watery . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 1 1 1 1 0 ,1
beer2,0.6,"malty fresh aroma with slightly spicey twist . this smells like a winner . after such a lovely aroma , i thought i had found a winner , but i will just stick with my andechs .  just a tad too bit flat and oily for me but otherwise a great beer especially at $ 5 per bomber . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ,1
beer2,0.6,"poured black as night , nice thick head , with good retention , smell was malty with roasted , chocolate , notes .  the smoked malt is a bit harsh on the palette , and the beer lacks enough body to temper the rough edges in this department . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"beautiful amber color with a thick off-white head .  mouthfeel is tingly , aftertaste is of chocolate and hops . ",0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"a : pours a nice straw-yellow color with a thick white foamy head , like an ice cream float . slightly cloudy appearance , pretty much perfect for style .  mouthfeel not exceptional , some prickling from coarse carbonation . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"nitro can poured a beautiful white head that is sustaining very well .  the taste follows the nose , with malt followed by piney hops . the hoppy aftertaste lingers , which i 'd normally like but i find it a little off-putting in this beer . one is usually enough for me . overall , this is a solid brew that can be had on a budget , can be found everywhere in the u.s. , and is often a lifesaver at bars and restaurants where the only other choices are bmc . ",0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ,0
beer2,0.6,"this beer is opaque black in every sense of the word , with a really impressive , pillowy tan head .  pretty much everything great about a czech beer . high drinkable , very refreshing and very crisp . you can smell and taste the hops but they are balanced nicely by the maltiness of this beer . i prefer it to urquel , but you ca n't go wrong with either . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"12 oz bottle pours very dark amber , almost brown color with big pillowy offwhite head that leaves huge sticky lacings everywhere . nice !  this one remindes me of rich black coffie and hops mixed . this one is an almost black amber/brown brew that is big and malty . the mouthfeeal is heavy , almost like liquid bread . this one is realy good thank hevans for good bock i wish that this one was avalable all year long but i will get more in spring ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 ,0
beer2,0.6,"pours very dark with ruby highlights . there is a thick , tan , half-inch head , which sticks to the glass .  only complaint with this beer is it wasnt as thick in the mouth as i would have liked , but otherwise , great ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"this beer pours black with a large lingering tan head that leaves lots of lacing .  mouthfeel : light to medium , but i swallowed as quick as possible to stop the overload . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"pours from the nitro tap into an imperial pint glass a brilliant ruby copper .  i was hoping for a belgian strong ale with some woody characteristics , but i got whiskey instead . whiskey aromas , vanilla , bubblegum and spicey alcohol mix together in the aroma and is off putting . pretty much the same going on in flavor with vanilla , whiskey , and coriander-like flavors dominating . odd , oily - almost like mescal - flavors made me want to puke . i tried hard to like this since it was a gift and wanted to tell the gifter that i enjoyed it , but i did n't . someone wake me up when this whiskey barrell aging fad runs its course . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 ,0
beer2,0.6,"the brew looked great , brown and clear with small bubbly white head . smelled kind of fruity with some caramel aromas - not as clean as i would expect for a lager .  decent mouthfeel despite the taste and thinness of the beer . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"rich pumpkin pie on the nose , with cinnamon and nutmeg , very sweet and very delicious . almost the same on the tongue , but not so sweet , with some hops to finish .  m : light , smooth , some carbonation -unassuming to the point of being boring and , frankly , not very good . mouthfeel is disappointing . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 ,1
beer2,0.6,"wonderful smell . nice and strong .  1 m : alright , not overly thin but could use body and texture . ",0 0 0 0 0 0 00 0 0 1 1 0 0 0 0 1 1 1 1 1 0 ,1
